timestamp,handshake_duration
7995,0.0739553409994187
7999,0.05758511800013366
8006,0.04474441200000001
8011,0.29070920199956163
8016,0.2149732039997616
8019,0.0900753320001968
8031,0.10816189200068038
8037,0.08866573600062111
8047,0.08474535500045022
8057,0.08117766699979256
8071,0.09043023200047173
8087,0.10027387300033297
8090,0.10207412999989174
8092,0.10654075499951432
8095,0.10002966600040963
8098,0.2271956290005619
8103,0.10087459300029877
8105,0.10818357999960426
8107,0.10644498700003169
8110,0.10088084400013031
8113,0.25060459099950094
8116,0.10204500099916913
8125,0.10198365700034628
8129,0.26757463200010534
8131,0.08482268800071324
8134,0.08633256600023742
8138,0.08258178800042515
8141,0.08304430200041679
8148,0.0849628500000108
8155,0.0925845579995439
8169,0.09041350000006787
8186,0.10256471199954831
8189,0.2573333990003448
8192,0.10281373999896459
8195,0.10420161100046244
8197,0.10238443799971719
8200,0.10081663799974194
8204,0.2658471370014013
8209,0.09952712999984215
8212,0.1094424920011079
8215,0.11059618199942634
8218,0.2580323740003223
8223,0.10287376899941592
8229,0.10211265399993863
8232,0.1092298439998558
8247,0.1002140770015103
8271,0.10374471999966772
8288,0.0999257290004607
8292,0.10751900400100567
8295,0.1084255559999292
8298,0.10324967300039134
8306,0.09607899799993902
8321,0.1072230629997648
8386,0.5197936029999255
8402,0.31791044599958695
8405,0.20884249799928511
8410,0.09925657300118473
8418,0.1056803530009347
8469,0.09614780199990491
8473,0.24544028400123352
8479,0.1014207849984814
8482,0.10012925199953315
8485,0.1163886439990165
8487,0.10767716999907861
8490,0.10215597799833631
8505,0.1129732179997518
8518,0.2519168199996784
8522,0.09997117899911245
8525,0.08590896699934092
8529,0.08688490900021861
8534,0.19253615600064222
8537,0.09211959999993269
8540,0.10149550400092266
8542,0.10903815699930419
8544,0.10032689299987396
8549,0.3216648809993785
8551,0.1796410789993388
8554,0.10298967699964123
8559,0.1077948229994945
8565,0.1693447309990006
8568,0.09346594899943739
8570,0.08623745700060681
8603,0.10667950700008078
8617,0.1042869739994785
8708,0.23281687000053353
8719,0.08446231299967621
8726,0.08517287600079726
8735,0.09952418499960913
8737,0.10722364900175307
8741,0.10762121199877583
8746,0.08766474399999424
8757,0.10883283400107757
8767,0.10022678099994664
8781,0.1129715130009572
8786,0.14211660800174286
8790,0.09913392599992221
8820,0.08833055700051773
8840,0.1105939289991511
8954,0.6466349929996795
8970,0.13681286000064574
8975,0.09608857900093426
9196,0.25152970400085906
9200,0.09629421600038768
9214,0.08698815699972329
9247,0.6128830429988739
9341,3.198301836999235
9349,0.13680708199899527
9360,0.9869539749997784
9369,0.10774001400022826
9444,0.6821682160007185
9461,0.17561071599993738
9531,0.234105699999418
9538,0.10424663100093312
9542,0.11304879300041648
9775,0.8099658470000577
10152,0.7633440919998975
10161,0.10819084300055692
10278,0.22561946399946464
10286,0.08229932899848791
10293,0.049662713001453085
10297,0.08809350600131438
10300,0.10774597899944638
10304,0.09008882800117135
10340,0.5288132240002597
10347,0.09551757400004135
10477,0.22548383199864475
10780,1.9842979029999697
10847,0.2307534810006473
11007,0.5266140829990036
11694,0.2071821360004833
12427,0.49971761099914147
12436,0.3152540599985514
12441,0.35890517299958447
12449,0.15490955899986147
12453,0.16817833999994036
12456,0.1796450130004814
13307,0.31690442100079963
13312,0.11116727199987508
13315,0.1294239220005693
13319,0.09968190800100274
13324,0.10108515699903364
13326,0.10838620299909962
13329,0.12487318999956187
13334,0.11447867400056566
13337,0.11613217099875328
13342,0.12029210599939688
13348,0.13511404199925892
13359,0.09964774800027953
13363,0.2556532749986218
13366,0.08829851200061967
13399,0.15511780199994973
13403,0.16189401600058773
13405,0.1584084400001302
13408,0.14973527800066222
13410,0.15423229000043648
13422,0.329693784000483
13426,0.15677294899978733
13433,0.15173619300003338
13436,0.2718002540004818
13439,0.14040087899957143
13441,0.13783221800076717
13443,0.14803524899980403
13446,0.14789181199921586
13452,0.2669436449996283
13454,0.146496612998817
13483,0.11878797400095209
13485,0.14745361599852913
13492,0.11737864399947284
13719,0.2692041159989458
13727,0.1151911619999737
13746,0.11358735999965575
13777,0.1111747649993049
13854,0.3237896640002873
13863,0.08419461099947512
13871,0.1498491920010565
13942,0.42118357499930426
14012,0.7200490909999644
14180,0.5166240810012823
14553,0.6509827850004513
14689,0.6167510429986578
20588,0.37478145899876836
20594,0.16500200999871595
20611,0.1588342979994195
20616,0.1532348799992178
20632,0.1622332760016434
20636,0.15279364500020165
21742,1.2692481440026313
22303,0.47678331499992055
22309,0.1627217009991
22315,0.16501758499725838
22521,0.2921725769992918
23154,0.26961753499927
23157,0.04990841200196883
23169,0.04579833400202915
23212,0.2917263390008884
23480,0.6891575590016146
23526,0.2957920049993845
23576,0.6240367039972625
23643,0.5588459789978515
23752,0.74058243699983
24055,0.6122480910016748
24393,0.3009477000014158
24436,0.31523631300296984
24536,0.8540625829991768
24541,0.1556538009972428
24547,0.126527240001451
24556,0.10324024800138432
24559,0.11050647700176341
24565,0.1567814730005921
24573,0.15368160700018052
24576,0.15263278800193802
24591,0.047454146999371005
24600,0.1595192960012355
24606,0.11390028299865662
24608,0.22755482600041432
24615,0.15538925399960135
24618,0.15968757100199582
24627,0.22306908899918199
24630,0.20722499200201128
24633,0.2005696589985746
24702,0.37818495399915264
24705,0.2254716509996797
24708,0.2047222920009517
24715,0.20635630399920046
24719,0.13777320699955453
24722,0.13993544999902952
24725,0.290099060999637
24727,0.14685967700279434
24791,0.8421895629981009
24798,0.2044440930003475
24802,0.21534996800255612
25068,0.421873854000296
25073,0.21075899300194578
25229,0.48212120800235425
25297,0.7318628390021331
25523,0.20211478900091606
25530,0.06992844200067339
25537,0.05439496299732127
25544,0.05477054500079248
25640,0.58493229600208
25678,0.14779142400220735
25680,0.010394025001005502
25718,0.15056656199885765
25741,0.011205038001207868
25783,0.15359511399947223
25798,0.01069434300006833
25800,0.026152483002078952
25801,0.010860586997296195
26184,0.3652566390010179
26187,0.023274363000382436
26247,0.14878717800093
26250,0.006356083002174273
26254,0.009104312000999926
26283,0.1922397300004377
26291,0.06879583300178638
26295,0.05456729099751101
26299,0.14322839899978135
26308,0.05444689300202299
26320,0.05574785199860344
26329,0.011679829000058817
26331,0.011369031999493018
26334,0.010700165999878664
26340,0.0063230929990822915
26342,0.00676110700078425
26386,0.36733481000192114
26390,0.20383237799978815
26444,0.6408956170016609
26446,0.20320355099829612
26448,0.20664947600016603
26451,0.2105017100002442
26470,0.3834144210013619
26491,0.20249834800051758
26494,0.20406945700233337
26498,0.2264626930009399
26537,0.2506594509977731
26540,0.22811187199840788
26546,0.11184235999826342
26549,0.11221516899968265
26555,0.15126713599966024
26557,0.15830719900259282
26560,0.19747715099947527
26562,0.1605135749996407
26596,0.29718745600257535
26608,0.15106613199895946
26645,0.2926833050005371
26692,0.33985249899706105
26728,0.9591612000003806
26730,0.27039113200225984
26735,0.20619785799863166
26737,0.13838999799918383
26742,0.13840796799922828
26755,0.22066608699969947
26762,0.1522619620009209
26764,0.10972275400126819
26812,0.30826515100125107
26815,0.11137329499979387
26860,0.1976889689976815
26861,0.04570084300212329
26864,0.0343539099994814
26866,0.03388200399786001
26868,0.03403642100238358
26872,0.0451428960004705
26874,0.04765982100070687
26875,0.045846267999877455
26909,0.4039840350014856
26911,0.04456359899995732
26915,0.03366402699975879
26921,0.030247180999140255
26926,0.04429615200206172
26932,0.03426515699902666
26937,0.034121792999940226
26940,0.03334567400088417
26967,0.18883887900301488
26970,0.0455201950026094
26973,0.04499436200057971
26979,0.06543278000026476
26986,0.03374950100260321
27007,0.03199788599886233
27013,0.032987784001306864
27049,0.2971937309994246
27062,0.15872008700171136
27086,0.2913331520030624
27145,0.293268031997286
27153,0.15347422099875985
27159,0.225347352999961
27174,0.1622794309987512
27179,0.16411800200148718
27404,0.30454794900288107
27416,0.15536034000251675
27450,0.28602002099796664
27487,0.15641886400044314
27515,0.3030574719996366
27518,0.3571029960003216
27520,0.33509159900131635
27525,0.10069649599972763
27582,0.1641030659993703
27590,0.1008943500019086
27626,0.3039153800018539
27630,0.11008916799983126
27635,0.10861985999872559
27677,0.2961952690020553
27723,0.2964830210003129
27777,0.30029359699983615
27778,0.16163468100057798
27782,0.1616466310006217
27788,0.29157961099917884
27790,0.1694650060017011
27795,0.1638868839982024
27804,0.16095884699825547
27813,0.15224831299929065
27816,0.1622905920012272
28026,0.35109634999753325
28046,0.2863032880013634
28083,0.15310322799996356
28100,0.06571199800237082
28135,0.18454348399973242
28137,0.04923948799842037
28244,0.1888176989996282
28280,0.3665230549995613
28289,0.15299446099743363
28380,0.354977921997488
28382,0.16024077299880446
28387,0.19261543700122274
28392,0.10976325000228826
28397,0.10244025299834902
28401,0.19743704400025308
28404,0.10218879899912281
28409,0.10467046000121627
28416,0.11044804099947214
28418,0.10575489400071092
28420,0.10139975699712522
28422,0.10116431500136969
28459,0.2931947359975311
28463,0.21330193200265057
28472,0.04736574100024882
28474,0.0488236359997245
28476,0.05380143400179804
28497,0.047026902000652626
28527,0.1815849699996761
28530,0.05079309400025522
28534,0.049858697999297874
28708,0.20242067700019106
28755,0.2256710910005495
28921,0.2161880919993564
28923,0.03554306899968651
28925,0.04219707899756031
28927,0.059080282000650186
28931,0.045974058000865625
